ElectionDate,OfficeCode(Text),DistrictCode(Text),StatusCode,CountyCode,CountyName,OfficeDescription,PartyOrder,PartyName,PartyDescription,CandidateID,CandidateLastName,CandidateFirstName,CandidateMiddleName,CandidateFormerName,CandidateVotes,WriteIn(W)/Uncommitted(Z),Recount(*),Nominated(N)/Elected(E)
11/6/2018,2,0,0,56.00,MIDLAND,Governor 4 Year Term (1) Position,4,UST,US Taxpayers,517245,Schleiger,Todd,,,238,,,
11/6/2018,2,0,0,56.00,MIDLAND,Governor 4 Year Term (1) Position,5,GRN,Green,518257,Kurland,Jennifer,V.,,206,,,
11/6/2018,2,0,0,56.00,MIDLAND,Governor 4 Year Term (1) Position,6,NLP,Natural Law,518372,Butkovich,Keith,,,76,,,
11/6/2018,2,0,0,56.00,MIDLAND,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519151,Brown,Angelo,Scott,,0,W,,
11/6/2018,2,0,0,56.00,MIDLAND,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518952,Burney,Patrick,O'Neal,,0,W,,
11/6/2018,2,0,0,56.00,MIDLAND,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518016,Cobbs,William,,,0,W,,
11/6/2018,2,0,0,56.00,MIDLAND,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519046,Hall,Raymond,A.,,0,W,,
11/6/2018,2,0,0,56.00,MIDLAND,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519129,Herman,Lance,,,0,W,,
11/6/2018,2,0,0,56.00,MIDLAND,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518238,"Hutchinson, Jr.",Larry,James,,0,W,,
11/6/2018,2,0,0,56.00,MIDLAND,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519141,Lester,Henry,Joseph,,0,W,,
11/6/2018,2,0,0,56.00,MIDLAND,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,517093,Lynch,Clyde,,,0,W,,
11/6/2018,2,0,0,56.00,MIDLAND,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519061,Penny,Chaneika,Ranell,,0,W,,
11/6/2018,2,0,0,56.00,MIDLAND,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519125,Rowley,Francis,L.,,0,W,,
11/6/2018,2,0,0,56.00,MIDLAND,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519108,Sanders,Robin,Lee,,0,W,,
11/6/2018,2,0,0,56.00,MIDLAND,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518032,Space,Evan,,,0,W,,
11/6/2018,2,0,0,56.00,MIDLAND,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519050,Williams,John,Arthur,,0,W,,
11/6/2018,2,0,0,57.00,MISSAUKEE,Governor 4 Year Term (1) Position,1,REP,Republican,518265,Schuette,Bill,,,4641,,,
11/6/2018,2,0,0,57.00,MISSAUKEE,Governor 4 Year Term (1) Position,2,DEM,Democratic,518014,Whitmer,Gretchen,,,1759,,,E
11/6/2018,2,0,0,57.00,MISSAUKEE,Governor 4 Year Term (1) Position,3,LIB,Libertarian,518191,Gelineau,Bill,,,68,,,
11/6/2018,2,0,0,57.00,MISSAUKEE,Governor 4 Year Term (1) Position,4,UST,US Taxpayers,517245,Schleiger,Todd,,,52,,,
11/6/2018,2,0,0,57.00,MISSAUKEE,Governor 4 Year Term (1) Position,5,GRN,Green,518257,Kurland,Jennifer,V.,,27,,,
11/6/2018,2,0,0,57.00,MISSAUKEE,Governor 4 Year Term (1) Position,6,NLP,Natural Law,518372,Butkovich,Keith,,,19,,,
11/6/2018,2,0,0,57.00,MISSAUKEE,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519151,Brown,Angelo,Scott,,0,W,,
11/6/2018,2,0,0,57.00,MISSAUKEE,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518952,Burney,Patrick,O'Neal,,0,W,,
11/6/2018,2,0,0,57.00,MISSAUKEE,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518016,Cobbs,William,,,0,W,,
11/6/2018,2,0,0,57.00,MISSAUKEE,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519046,Hall,Raymond,A.,,0,W,,
11/6/2018,2,0,0,57.00,MISSAUKEE,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519129,Herman,Lance,,,0,W,,
11/6/2018,2,0,0,57.00,MISSAUKEE,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518238,"Hutchinson, Jr.",Larry,James,,0,W,,
11/6/2018,2,0,0,57.00,MISSAUKEE,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519141,Lester,Henry,Joseph,,0,W,,
11/6/2018,2,0,0,57.00,MISSAUKEE,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,517093,Lynch,Clyde,,,0,W,,
11/6/2018,2,0,0,57.00,MISSAUKEE,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519061,Penny,Chaneika,Ranell,,0,W,,
11/6/2018,2,0,0,57.00,MISSAUKEE,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519125,Rowley,Francis,L.,,0,W,,
11/6/2018,2,0,0,57.00,MISSAUKEE,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519108,Sanders,Robin,Lee,,0,W,,
11/6/2018,2,0,0,57.00,MISSAUKEE,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518032,Space,Evan,,,0,W,,
11/6/2018,2,0,0,57.00,MISSAUKEE,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519050,Williams,John,Arthur,,0,W,,
11/6/2018,2,0,0,58.00,MONROE,Governor 4 Year Term (1) Position,1,REP,Republican,518265,Schuette,Bill,,,32336,,,
11/6/2018,2,0,0,58.00,MONROE,Governor 4 Year Term (1) Position,2,DEM,Democratic,518014,Whitmer,Gretchen,,,27413,,,E
11/6/2018,2,0,0,58.00,MONROE,Governor 4 Year Term (1) Position,3,LIB,Libertarian,518191,Gelineau,Bill,,,843,,,
11/6/2018,2,0,0,58.00,MONROE,Governor 4 Year Term (1) Position,4,UST,US Taxpayers,517245,Schleiger,Todd,,,429,,,
11/6/2018,2,0,0,58.00,MONROE,Governor 4 Year Term (1) Position,5,GRN,Green,518257,Kurland,Jennifer,V.,,372,,,
11/6/2018,2,0,0,58.00,MONROE,Governor 4 Year Term (1) Position,6,NLP,Natural Law,518372,Butkovich,Keith,,,146,,,
11/6/2018,2,0,0,58.00,MONROE,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519151,Brown,Angelo,Scott,,0,W,,
11/6/2018,2,0,0,58.00,MONROE,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518952,Burney,Patrick,O'Neal,,0,W,,
11/6/2018,2,0,0,58.00,MONROE,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518016,Cobbs,William,,,0,W,,
11/6/2018,2,0,0,58.00,MONROE,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519046,Hall,Raymond,A.,,0,W,,
11/6/2018,2,0,0,58.00,MONROE,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519129,Herman,Lance,,,0,W,,
11/6/2018,2,0,0,58.00,MONROE,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518238,"Hutchinson, Jr.",Larry,James,,0,W,,
11/6/2018,2,0,0,58.00,MONROE,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519141,Lester,Henry,Joseph,,0,W,,
11/6/2018,2,0,0,58.00,MONROE,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,517093,Lynch,Clyde,,,0,W,,
11/6/2018,2,0,0,58.00,MONROE,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519061,Penny,Chaneika,Ranell,,0,W,,
11/6/2018,2,0,0,58.00,MONROE,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519125,Rowley,Francis,L.,,0,W,,
11/6/2018,2,0,0,58.00,MONROE,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519108,Sanders,Robin,Lee,,0,W,,
11/6/2018,2,0,0,58.00,MONROE,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518032,Space,Evan,,,0,W,,
11/6/2018,2,0,0,58.00,MONROE,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519050,Williams,John,Arthur,,0,W,,
11/6/2018,2,0,0,59.00,MONTCALM,Governor 4 Year Term (1) Position,1,REP,Republican,518265,Schuette,Bill,,,13408,,,
11/6/2018,2,0,0,59.00,MONTCALM,Governor 4 Year Term (1) Position,2,DEM,Democratic,518014,Whitmer,Gretchen,,,9003,,,E
11/6/2018,2,0,0,59.00,MONTCALM,Governor 4 Year Term (1) Position,3,LIB,Libertarian,518191,Gelineau,Bill,,,411,,,
11/6/2018,2,0,0,59.00,MONTCALM,Governor 4 Year Term (1) Position,4,UST,US Taxpayers,517245,Schleiger,Todd,,,258,,,
11/6/2018,2,0,0,59.00,MONTCALM,Governor 4 Year Term (1) Position,5,GRN,Green,518257,Kurland,Jennifer,V.,,181,,,
11/6/2018,2,0,0,59.00,MONTCALM,Governor 4 Year Term (1) Position,6,NLP,Natural Law,518372,Butkovich,Keith,,,96,,,
11/6/2018,2,0,0,59.00,MONTCALM,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519151,Brown,Angelo,Scott,,0,W,,
11/6/2018,2,0,0,59.00,MONTCALM,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518952,Burney,Patrick,O'Neal,,0,W,,
11/6/2018,2,0,0,59.00,MONTCALM,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518016,Cobbs,William,,,0,W,,
11/6/2018,2,0,0,59.00,MONTCALM,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519046,Hall,Raymond,A.,,0,W,,
11/6/2018,2,0,0,59.00,MONTCALM,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519129,Herman,Lance,,,0,W,,
11/6/2018,2,0,0,59.00,MONTCALM,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518238,"Hutchinson, Jr.",Larry,James,,0,W,,
11/6/2018,2,0,0,59.00,MONTCALM,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519141,Lester,Henry,Joseph,,0,W,,
11/6/2018,2,0,0,59.00,MONTCALM,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,517093,Lynch,Clyde,,,0,W,,
11/6/2018,2,0,0,59.00,MONTCALM,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519061,Penny,Chaneika,Ranell,,0,W,,
11/6/2018,2,0,0,59.00,MONTCALM,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519125,Rowley,Francis,L.,,0,W,,
11/6/2018,2,0,0,59.00,MONTCALM,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519108,Sanders,Robin,Lee,,0,W,,
11/6/2018,2,0,0,59.00,MONTCALM,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518032,Space,Evan,,,0,W,,
11/6/2018,2,0,0,59.00,MONTCALM,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519050,Williams,John,Arthur,,0,W,,
11/6/2018,2,0,0,60.00,MONTMORENCY,Governor 4 Year Term (1) Position,1,REP,Republican,518265,Schuette,Bill,,,2976,,,
11/6/2018,2,0,0,60.00,MONTMORENCY,Governor 4 Year Term (1) Position,2,DEM,Democratic,518014,Whitmer,Gretchen,,,1508,,,E
11/6/2018,2,0,0,60.00,MONTMORENCY,Governor 4 Year Term (1) Position,3,LIB,Libertarian,518191,Gelineau,Bill,,,57,,,
11/6/2018,2,0,0,60.00,MONTMORENCY,Governor 4 Year Term (1) Position,4,UST,US Taxpayers,517245,Schleiger,Todd,,,52,,,
11/6/2018,2,0,0,60.00,MONTMORENCY,Governor 4 Year Term (1) Position,5,GRN,Green,518257,Kurland,Jennifer,V.,,21,,,
11/6/2018,2,0,0,60.00,MONTMORENCY,Governor 4 Year Term (1) Position,6,NLP,Natural Law,518372,Butkovich,Keith,,,11,,,
11/6/2018,2,0,0,60.00,MONTMORENCY,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519151,Brown,Angelo,Scott,,0,W,,
11/6/2018,2,0,0,60.00,MONTMORENCY,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518952,Burney,Patrick,O'Neal,,0,W,,
11/6/2018,2,0,0,60.00,MONTMORENCY,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518016,Cobbs,William,,,0,W,,
11/6/2018,2,0,0,60.00,MONTMORENCY,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519046,Hall,Raymond,A.,,0,W,,
11/6/2018,2,0,0,60.00,MONTMORENCY,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519129,Herman,Lance,,,0,W,,
11/6/2018,2,0,0,60.00,MONTMORENCY,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518238,"Hutchinson, Jr.",Larry,James,,0,W,,
11/6/2018,2,0,0,60.00,MONTMORENCY,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519141,Lester,Henry,Joseph,,0,W,,
11/6/2018,2,0,0,60.00,MONTMORENCY,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,517093,Lynch,Clyde,,,0,W,,
11/6/2018,2,0,0,60.00,MONTMORENCY,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519061,Penny,Chaneika,Ranell,,0,W,,
11/6/2018,2,0,0,60.00,MONTMORENCY,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519125,Rowley,Francis,L.,,0,W,,
11/6/2018,2,0,0,60.00,MONTMORENCY,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519108,Sanders,Robin,Lee,,0,W,,
11/6/2018,2,0,0,60.00,MONTMORENCY,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518032,Space,Evan,,,0,W,,
11/6/2018,2,0,0,60.00,MONTMORENCY,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519050,Williams,John,Arthur,,0,W,,
11/6/2018,2,0,0,61.00,MUSKEGON,Governor 4 Year Term (1) Position,1,REP,Republican,518265,Schuette,Bill,,,29655,,,
11/6/2018,2,0,0,61.00,MUSKEGON,Governor 4 Year Term (1) Position,2,DEM,Democratic,518014,Whitmer,Gretchen,,,37029,,,E
11/6/2018,2,0,0,61.00,MUSKEGON,Governor 4 Year Term (1) Position,3,LIB,Libertarian,518191,Gelineau,Bill,,,1115,,,
11/6/2018,2,0,0,61.00,MUSKEGON,Governor 4 Year Term (1) Position,4,UST,US Taxpayers,517245,Schleiger,Todd,,,5140,,,
11/6/2018,2,0,0,61.00,MUSKEGON,Governor 4 Year Term (1) Position,5,GRN,Green,518257,Kurland,Jennifer,V.,,516,,,
11/6/2018,2,0,0,61.00,MUSKEGON,Governor 4 Year Term (1) Position,6,NLP,Natural Law,518372,Butkovich,Keith,,,205,,,
11/6/2018,2,0,0,61.00,MUSKEGON,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519151,Brown,Angelo,Scott,,0,W,,
11/6/2018,2,0,0,61.00,MUSKEGON,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518952,Burney,Patrick,O'Neal,,0,W,,
11/6/2018,2,0,0,61.00,MUSKEGON,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518016,Cobbs,William,,,0,W,,
11/6/2018,2,0,0,61.00,MUSKEGON,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519046,Hall,Raymond,A.,,0,W,,
11/6/2018,2,0,0,61.00,MUSKEGON,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519129,Herman,Lance,,,0,W,,
11/6/2018,2,0,0,61.00,MUSKEGON,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518238,"Hutchinson, Jr.",Larry,James,,0,W,,
11/6/2018,2,0,0,61.00,MUSKEGON,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519141,Lester,Henry,Joseph,,0,W,,
11/6/2018,2,0,0,61.00,MUSKEGON,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,517093,Lynch,Clyde,,,0,W,,
11/6/2018,2,0,0,61.00,MUSKEGON,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519061,Penny,Chaneika,Ranell,,0,W,,
11/6/2018,2,0,0,61.00,MUSKEGON,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519125,Rowley,Francis,L.,,0,W,,
11/6/2018,2,0,0,61.00,MUSKEGON,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519108,Sanders,Robin,Lee,,0,W,,
11/6/2018,2,0,0,61.00,MUSKEGON,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518032,Space,Evan,,,0,W,,
11/6/2018,2,0,0,61.00,MUSKEGON,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519050,Williams,John,Arthur,,0,W,,
11/6/2018,2,0,0,62.00,NEWAYGO,Governor 4 Year Term (1) Position,1,REP,Republican,518265,Schuette,Bill,,,12621,,,
11/6/2018,2,0,0,62.00,NEWAYGO,Governor 4 Year Term (1) Position,2,DEM,Democratic,518014,Whitmer,Gretchen,,,6944,,,E
11/6/2018,2,0,0,62.00,NEWAYGO,Governor 4 Year Term (1) Position,3,LIB,Libertarian,518191,Gelineau,Bill,,,336,,,
11/6/2018,2,0,0,62.00,NEWAYGO,Governor 4 Year Term (1) Position,4,UST,US Taxpayers,517245,Schleiger,Todd,,,175,,,
11/6/2018,2,0,0,62.00,NEWAYGO,Governor 4 Year Term (1) Position,5,GRN,Green,518257,Kurland,Jennifer,V.,,179,,,
11/6/2018,2,0,0,62.00,NEWAYGO,Governor 4 Year Term (1) Position,6,NLP,Natural Law,518372,Butkovich,Keith,,,72,,,
11/6/2018,2,0,0,62.00,NEWAYGO,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519151,Brown,Angelo,Scott,,0,W,,
11/6/2018,2,0,0,62.00,NEWAYGO,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518952,Burney,Patrick,O'Neal,,0,W,,
11/6/2018,2,0,0,62.00,NEWAYGO,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518016,Cobbs,William,,,0,W,,
11/6/2018,2,0,0,62.00,NEWAYGO,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519046,Hall,Raymond,A.,,0,W,,
11/6/2018,2,0,0,62.00,NEWAYGO,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519129,Herman,Lance,,,0,W,,
11/6/2018,2,0,0,62.00,NEWAYGO,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518238,"Hutchinson, Jr.",Larry,James,,0,W,,
11/6/2018,2,0,0,62.00,NEWAYGO,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519141,Lester,Henry,Joseph,,0,W,,
11/6/2018,2,0,0,62.00,NEWAYGO,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,517093,Lynch,Clyde,,,0,W,,
11/6/2018,2,0,0,62.00,NEWAYGO,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519061,Penny,Chaneika,Ranell,,0,W,,
11/6/2018,2,0,0,62.00,NEWAYGO,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519125,Rowley,Francis,L.,,0,W,,
11/6/2018,2,0,0,62.00,NEWAYGO,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519108,Sanders,Robin,Lee,,0,W,,
11/6/2018,2,0,0,62.00,NEWAYGO,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518032,Space,Evan,,,0,W,,
11/6/2018,2,0,0,62.00,NEWAYGO,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519050,Williams,John,Arthur,,0,W,,
11/6/2018,2,0,0,63.00,OAKLAND,Governor 4 Year Term (1) Position,1,REP,Republican,518265,Schuette,Bill,,,244417,,,
11/6/2018,2,0,0,63.00,OAKLAND,Governor 4 Year Term (1) Position,2,DEM,Democratic,518014,Whitmer,Gretchen,,,347080,,,E
11/6/2018,2,0,0,63.00,OAKLAND,Governor 4 Year Term (1) Position,3,LIB,Libertarian,518191,Gelineau,Bill,,,7467,,,
11/6/2018,2,0,0,63.00,OAKLAND,Governor 4 Year Term (1) Position,4,UST,US Taxpayers,517245,Schleiger,Todd,,,2241,,,
11/6/2018,2,0,0,63.00,OAKLAND,Governor 4 Year Term (1) Position,5,GRN,Green,518257,Kurland,Jennifer,V.,,3197,,,
11/6/2018,2,0,0,63.00,OAKLAND,Governor 4 Year Term (1) Position,6,NLP,Natural Law,518372,Butkovich,Keith,,,862,,,
11/6/2018,2,0,0,63.00,OAKLAND,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519151,Brown,Angelo,Scott,,0,W,,
11/6/2018,2,0,0,63.00,OAKLAND,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518952,Burney,Patrick,O'Neal,,0,W,,
11/6/2018,2,0,0,63.00,OAKLAND,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518016,Cobbs,William,,,0,W,,
11/6/2018,2,0,0,63.00,OAKLAND,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519046,Hall,Raymond,A.,,0,W,,
11/6/2018,2,0,0,63.00,OAKLAND,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519129,Herman,Lance,,,0,W,,
11/6/2018,2,0,0,63.00,OAKLAND,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518238,"Hutchinson, Jr.",Larry,James,,0,W,,
11/6/2018,2,0,0,63.00,OAKLAND,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519141,Lester,Henry,Joseph,,1,W,,
11/6/2018,2,0,0,63.00,OAKLAND,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,517093,Lynch,Clyde,,,0,W,,
11/6/2018,2,0,0,63.00,OAKLAND,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519061,Penny,Chaneika,Ranell,,1,W,,
11/6/2018,2,0,0,63.00,OAKLAND,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519125,Rowley,Francis,L.,,0,W,,
11/6/2018,2,0,0,63.00,OAKLAND,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519108,Sanders,Robin,Lee,,1,W,,
11/6/2018,2,0,0,63.00,OAKLAND,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518032,Space,Evan,,,0,W,,
11/6/2018,2,0,0,63.00,OAKLAND,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519050,Williams,John,Arthur,,0,W,,
11/6/2018,2,0,0,64.00,OCEANA,Governor 4 Year Term (1) Position,1,REP,Republican,518265,Schuette,Bill,,,6151,,,
11/6/2018,2,0,0,64.00,OCEANA,Governor 4 Year Term (1) Position,2,DEM,Democratic,518014,Whitmer,Gretchen,,,4260,,,E
11/6/2018,2,0,0,64.00,OCEANA,Governor 4 Year Term (1) Position,3,LIB,Libertarian,518191,Gelineau,Bill,,,147,,,
11/6/2018,2,0,0,64.00,OCEANA,Governor 4 Year Term (1) Position,4,UST,US Taxpayers,517245,Schleiger,Todd,,,97,,,
11/6/2018,2,0,0,64.00,OCEANA,Governor 4 Year Term (1) Position,5,GRN,Green,518257,Kurland,Jennifer,V.,,70,,,
11/6/2018,2,0,0,64.00,OCEANA,Governor 4 Year Term (1) Position,6,NLP,Natural Law,518372,Butkovich,Keith,,,32,,,
11/6/2018,2,0,0,64.00,OCEANA,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519151,Brown,Angelo,Scott,,0,W,,
11/6/2018,2,0,0,64.00,OCEANA,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518952,Burney,Patrick,O'Neal,,0,W,,
11/6/2018,2,0,0,64.00,OCEANA,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518016,Cobbs,William,,,0,W,,
11/6/2018,2,0,0,64.00,OCEANA,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519046,Hall,Raymond,A.,,0,W,,
11/6/2018,2,0,0,64.00,OCEANA,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519129,Herman,Lance,,,0,W,,
11/6/2018,2,0,0,64.00,OCEANA,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518238,"Hutchinson, Jr.",Larry,James,,0,W,,
11/6/2018,2,0,0,64.00,OCEANA,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519141,Lester,Henry,Joseph,,0,W,,
11/6/2018,2,0,0,64.00,OCEANA,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,517093,Lynch,Clyde,,,0,W,,
11/6/2018,2,0,0,64.00,OCEANA,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519061,Penny,Chaneika,Ranell,,0,W,,
11/6/2018,2,0,0,64.00,OCEANA,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519125,Rowley,Francis,L.,,0,W,,
11/6/2018,2,0,0,64.00,OCEANA,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519108,Sanders,Robin,Lee,,0,W,,
11/6/2018,2,0,0,64.00,OCEANA,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518032,Space,Evan,,,0,W,,
11/6/2018,2,0,0,64.00,OCEANA,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519050,Williams,John,Arthur,,0,W,,
11/6/2018,2,0,0,65.00,OGEMAW,Governor 4 Year Term (1) Position,1,REP,Republican,518265,Schuette,Bill,,,5471,,,
11/6/2018,2,0,0,65.00,OGEMAW,Governor 4 Year Term (1) Position,2,DEM,Democratic,518014,Whitmer,Gretchen,,,3335,,,E
11/6/2018,2,0,0,65.00,OGEMAW,Governor 4 Year Term (1) Position,3,LIB,Libertarian,518191,Gelineau,Bill,,,109,,,
11/6/2018,2,0,0,65.00,OGEMAW,Governor 4 Year Term (1) Position,4,UST,US Taxpayers,517245,Schleiger,Todd,,,117,,,
11/6/2018,2,0,0,65.00,OGEMAW,Governor 4 Year Term (1) Position,5,GRN,Green,518257,Kurland,Jennifer,V.,,71,,,
11/6/2018,2,0,0,65.00,OGEMAW,Governor 4 Year Term (1) Position,6,NLP,Natural Law,518372,Butkovich,Keith,,,31,,,
11/6/2018,2,0,0,65.00,OGEMAW,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519151,Brown,Angelo,Scott,,0,W,,
11/6/2018,2,0,0,65.00,OGEMAW,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518952,Burney,Patrick,O'Neal,,0,W,,
11/6/2018,2,0,0,65.00,OGEMAW,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518016,Cobbs,William,,,0,W,,
11/6/2018,2,0,0,65.00,OGEMAW,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519046,Hall,Raymond,A.,,0,W,,
11/6/2018,2,0,0,65.00,OGEMAW,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519129,Herman,Lance,,,0,W,,
11/6/2018,2,0,0,65.00,OGEMAW,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518238,"Hutchinson, Jr.",Larry,James,,0,W,,
11/6/2018,2,0,0,65.00,OGEMAW,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519141,Lester,Henry,Joseph,,0,W,,
11/6/2018,2,0,0,65.00,OGEMAW,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,517093,Lynch,Clyde,,,0,W,,
11/6/2018,2,0,0,65.00,OGEMAW,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519061,Penny,Chaneika,Ranell,,0,W,,
